42.34085109999999,-71.12102940000001,beauty_salon
42.3325162,-71.1181837,campground
42.33697859999999,-71.0864405,campground
42.366444,-71.05882799999999,campground
42.3663482,-71.1265814,stadium
42.4120139,-71.1319473,stadium
42.4083665,-71.09680039999999,stadium
42.36781080000001,-71.1297476,stadium
42.4025705,-71.1178118,stadium
42.4033159,-71.1185121,stadium
42.40625,-71.11421469999999,stadium
42.4065619,-71.1131285,stadium
42.370631,-71.1367918,stadium
42.3701077,-71.12757599999999,stadium
42.407228,-71.11464149999999,stadium
42.36720340000001,-71.1285889,stadium
42.36487959999999,-71.1004396,stadium
42.3652524,-71.125157,stadium
42.4076556,-71.1124507,stadium
42.3578837,-71.0977693,stadium
42.30974459999999,-71.09590899999999,stadium
42.3351281,-71.1664682,stadium
42.3533333,-71.1191667,stadium
42.3466764,-71.0972178,stadium
42.3406796,-71.0973358,stadium
42.3448332,-71.1609692,stadium
42.33735859999999,-71.114047,stadium
42.35743410000001,-71.0967563,stadium
42.3439019,-71.1597951,stadium
42.33657240000001,-71.1135913,stadium
42.3378113,-71.0939829,stadium
42.33744739999999,-71.086899,stadium
42.3587479,-71.1670316,stadium
42.3562469,-71.100651,stadium
42.3653764,-71.12869789999999,stadium
42.3521974,-71.1177052,stadium
42.3432906,-71.1590752,stadium
42.3537286,-71.1244026,stadium
42.3682405,-71.1253359,stadium
42.3675705,-71.1258531,stadium
42.3443406,-71.16095899999999,stadium
42.3161176,-71.04484289999999,stadium
42.3158695,-71.0437857,stadium
42.366198,-71.062146,stadium
42.31573480000001,-71.0395314,stadium
42.3236075,-71.0504854,stadium
42.4114215,-71.0155516,stadium
42.3715051,-71.02925359999999,stadium
42.4038693,-71.05261949999999,stadium
42.3997438,-71.0399273,stadium
42.42545150000001,-71.0757024,stadium
42.3719989,-71.03061360000001,stadium
42.4015165,-71.0418634,stadium
42.36557519999999,-71.0097645,airport
42.3645814,-71.0210237,airport
42.3658907,-71.017547,airport
42.366953,-71.017562,airport
42.36344649999999,-71.0181523,airport
42.36461,-71.020991,airport
42.366788,-71.016973,airport
42.36464,-71.021104,airport
42.3698201,-71.019848,airport
42.3622903,-71.0189197,airport
42.3747861,-71.0232494,airport
42.37452,-71.02953,airport
42.3743111,-71.0302349,airport
42.4002748,-71.0196457,airport
42.37469,-71.02933,airport
42.3695141,-71.02049319999999,airport
42.35132429999999,-71.12060679999999,car_rental
42.3498191,-71.0428275,car_rental
42.37254919999999,-71.0998288,locksmith
42.4192322,-71.1652213,locksmith
42.3882658,-71.1036428,locksmith
42.3723309,-71.09931879999999,locksmith
42.364152,-71.15754489999999,locksmith
42.366205,-71.1055081,locksmith
42.37336639999999,-71.1225185,locksmith
42.421643,-71.0972197,locksmith
42.3718027,-71.1578016,locksmith
42.4195518,-71.12746430000001,locksmith
42.3388562,-71.1214184,locksmith
42.3464385,-71.1276999,locksmith
42.3283076,-71.0980983,locksmith
42.3493276,-71.1544663,locksmith
42.3468179,-71.0878086,locksmith
42.3469963,-71.1374053,locksmith
42.342588,-71.09706729999999,locksmith
42.358777,-71.14578399999999,locksmith
42.3340943,-71.1042677,locksmith
42.3344246,-71.1188104,locksmith
42.34201669999999,-71.1204589,locksmith
42.3633143,-71.0931445,locksmith
42.33132699999999,-71.120087,locksmith
42.3364198,-71.1509839,locksmith
42.35,-71.1657,locksmith
42.344331,-71.0661799,locksmith
42.354088,-71.058189,locksmith
42.3268,-71.0617,locksmith
42.3451412,-71.07969779999999,locksmith
42.3565377,-71.06176789999999,locksmith
42.3465167,-71.07036289999999,locksmith
42.3632376,-71.0644154,locksmith
42.3384846,-71.05058919999999,locksmith
42.34417029999999,-71.0818601,locksmith
42.3512338,-71.066397,locksmith
42.3367965,-71.07707669999999,locksmith
42.3649034,-71.05357579999999,locksmith
42.4022553,-71.0227556,locksmith
42.38831649999999,-71.0386711,locksmith
42.3739358,-71.0396964,locksmith
42.376337,-71.0305138,locksmith
42.4008604,-71.0630552,locksmith
42.4241505,-71.06750439999999,locksmith
42.4148715,-71.0091168,locksmith
42.37770990000001,-71.0655404,locksmith
42.380527,-71.02619899999999,locksmith
42.390169,-71.07979329999999,locksmith
42.3419287,-71.155598,embassy
42.3526764,-71.0534165,embassy
42.3570838,-71.0587168,embassy
42.350853,-71.075566,embassy
42.3509277,-71.07165479999999,embassy
42.3627038,-71.08338979999999,embassy
42.3570839,-71.05938739999999,embassy
42.3513437,-71.06896569999999,embassy
42.37036740000001,-71.0315761,embassy
42.3550426,-71.0587793,embassy
42.3539653,-71.0579714,embassy
42.3460968,-71.08145189999999,embassy
42.3513463,-71.0688066,embassy
42.3544472,-71.05394650000001,embassy
42.3570301,-71.0592746,embassy
42.3473268,-71.0777896,embassy
42.3586616,-71.0550652,embassy
42.3554499,-71.0586682,embassy
42.3558501,-71.0715319,embassy
42.3509542,-71.07156549999999,embassy
42.3509423,-71.0716005,embassy
42.3544742,-71.0553055,embassy
42.3614828,-71.0568971,embassy
42.3471923,-71.0791019,embassy
42.3508763,-71.0714757,embassy
42.3504421,-71.0511987,embassy
42.3473937,-71.0788615,embassy
42.3537682,-71.0583221,embassy
42.3423801,-71.0730545,embassy
42.3570041,-71.0576189,embassy
42.3508157,-71.0756622,embassy
42.37052389999999,-71.03199479999999,embassy
42.3605173,-71.062082,embassy
42.3536916,-71.0584183,embassy
42.35737839999999,-71.05573,embassy
42.365145,-71.0630904,embassy
42.375655,-71.0374016,embassy
42.414749,-71.1506667,cafe
42.3856605,-71.1156333,cafe
42.3808083,-71.0968528,cafe
42.3895966,-71.1189424,cafe
42.373799,-71.1003657,cafe
42.3774045,-71.11660479999999,cafe
42.3957066,-71.1219679,cafe
42.41468920000001,-71.1526574,cafe
42.3880656,-71.1195707,cafe
42.3665694,-71.1053,cafe
42.39179499999999,-71.1119001,cafe
42.4114515,-71.1214251,cafe
42.3726069,-71.1169656,cafe
42.38373,-71.1340627,cafe
42.3735077,-71.1183576,cafe
42.3950478,-71.14585319999999,cafe
42.3844727,-71.1197194,cafe
42.4046975,-71.1074703,cafe
42.4117053,-71.1222293,cafe
42.3712415,-71.1146991,cafe
42.3715138,-71.11684129999999,cafe
42.3818261,-71.1195213,cafe
42.370484,-71.1044197,cafe
42.3897935,-71.10670379999999,cafe
42.407729,-71.1218386,cafe
42.3679941,-71.0979526,cafe
42.4061564,-71.1169278,cafe
42.3934964,-71.1204284,cafe
42.3896142,-71.1060365,cafe
42.4053208,-71.14145610000001,cafe
42.3735017,-71.1207177,cafe
42.3728979,-71.11967589999999,cafe
42.3735475,-71.0986587,cafe
42.3815267,-71.0997977,cafe
42.3971331,-71.1228476,cafe
42.3677012,-71.10208399999999,cafe
42.3730684,-71.1187188,cafe
42.374454,-71.15100009999999,cafe
42.3822989,-71.13099849999999,cafe
42.4001384,-71.1124786,cafe
42.3919462,-71.1065958,cafe
42.4055284,-71.1200279,cafe
42.3730418,-71.1224076,cafe
42.372628,-71.120586,cafe
42.37401879999999,-71.125029,cafe
42.3742185,-71.1141979,cafe
42.3831266,-71.1160019,cafe
42.4173268,-71.1581733,cafe
42.3904738,-71.09834699999999,cafe
42.36512380000001,-71.1027836,cafe
42.3779743,-71.1073466,cafe
42.3799833,-71.09620269999999,cafe
42.3718,-71.1205636,cafe
42.3689628,-71.11368089999999,cafe
42.3727439,-71.0914444,cafe
42.3691069,-71.1098162,cafe
42.40553449999999,-71.1198002,cafe
42.3647935,-71.1057987,cafe
42.3749452,-71.0914875,cafe
42.3663897,-71.08620359999999,cafe
42.35206170000001,-71.1157003,cafe
42.3430678,-71.09924529999999,cafe
42.3489552,-71.1541816,cafe
42.3109705,-71.1147144,cafe
42.34402619999999,-71.1431531,cafe
42.33529550000001,-71.150342,cafe
42.3490045,-71.15358189999999,cafe
42.3334464,-71.11853289999999,cafe
42.3439669,-71.1008569,cafe
42.3394611,-71.1362611,cafe
42.3421261,-71.12247219999999,cafe
42.3390552,-71.1355889,cafe
42.3538857,-71.13713609999999,cafe
42.3337048,-71.1054767,cafe
42.3146454,-71.1039954,cafe
42.3296657,-71.1262191,cafe
42.3363537,-71.1068221,cafe
42.3522674,-71.1226197,cafe
42.3628665,-71.0942245,cafe
42.3412505,-71.1466032,cafe
